tconst,primaryTitle,startYear,genres
tt0344646,Fox News Live,2000,News
tt0344647,Fox Report,1996,News
tt0344648,Fox Wire,2000,\N
tt0344649,François Mitterrand: Conversations avec un président,2001,Documentary
tt0344650,Gamle Danmark,1983,"Documentary,History"
tt0344651,Good Eats,1999,"Comedy,Documentary"
tt0344652,Harkat wanita,1994,Drama
tt0344653,Helt til grin,2002,Comedy
tt0344654,Hit,1981,Family
tt0344655,Hit-service,1981,Family
tt0344656,Hollywood Insider,2000,\N
tt0344657,Hupiklubi,2002,"Comedy,Music"
tt0344658,Ikk' igen,1981,"Comedy,Family"
tt0344659,Impuls,1983,Documentary
tt0344661,In Shape with Sharon Mann,2002,\N
tt0344662,Jalan kehidupan,1996,Drama
tt0344663,Je später der Abend...,1973,Talk-Show
tt0344664,The Joe Bonilla Show,2002,Comedy
tt0344665,Jos sais kerran,2002,Music
tt0344666,The Juliette Show,1954,Music
tt0344667,Kaseifu ha mita,1997,\N
tt0344668,Kijk eens op de doos,2002,Comedy
tt0344669,Kikkerten,1984,Documentary
tt0344670,Klarsyn,2002,\N
tt0344671,Klikk,1984,Comedy
tt0344672,Knop's Spätshow,2002,Comedy
tt0344673,Komedie,1998,Family
tt0344674,Kunstquiz,1983,"Family,Game-Show"
tt0344675,Kymmenen uutiset,1981,News
tt0344676,Laterna magica,1981,Documentary
tt0344677,Liquid Soapz,2002,Comedy
tt0344678,Livet er fedt,2001,Documentary
tt0344680,Lupo Alberto,1998,"Animation,Comedy"
tt0344681,Lupus Millenia,1999,Comedy
tt0344682,Lutka opereta,1972,Musical
tt0344683,Lørdag i TV,1981,"Family,Music,Talk-Show"
tt0344684,Minor Tales of Crime from a Major City,1982,Crime
tt0344686,"Mayday, Mayday",1998,"Comedy,Family"
tt0344687,Melangkah di atas awan,1998,Drama
tt0344688,Mellem himmel og jord,1981,"Documentary,Family"
tt0344689,Mentari di balik awan,1996,Drama
tt0344690,Oi mikromesaioi,1993,Comedy
tt0344691,Mont-Joye,1970,Drama
tt0344692,Musik NU,2002,Music
tt0344693,Netop nu,1983,Documentary
tt0344695,Les niouzes,1995,\N
tt0344696,"Okay ka, fairy ko!",1987,"Comedy,Family,Fantasy"
tt0344697,Opération-mystère,1957,"Family,Sci-Fi"
tt0344698,Otium,1984,Documentary
tt0344700,Parenting Today,1995,\N
tt0344701,Pequeno hotel,2001,Comedy
tt0344702,To pio glyko mou psema,2002,"Comedy,Romance"
tt0344703,Play It Again,1982,\N
tt0344704,The Practical Book Review,1983,Documentary
tt0344707,Proizshestvie na slyapata ulitza,1965,Crime
tt0344708,På eventyr med Pernille,1997,Family
tt0344709,Ready Set Cook,1995,\N
tt0344710,The Red Carpet,2003,Documentary
tt0344711,"Rozhlédni se, clovece",1999,Documentary
tt0344713,Sa dulo ng walang hanggan,2001,Drama
tt0344714,Saat aku mencintaimu,1997,Drama
tt0344715,Saturday Night at the Mill,1976,Talk-Show
tt0344716,Se på tegnsprog,1981,Family
tt0344717,Semeystvo Kalinkovi,1966,Family
tt0344718,The Sharon Osbourne Show,2003,Talk-Show
tt0344719,The Shirley Bassey Show,1976,Music
tt0344720,Showbiz India,1998,\N
tt0344721,Sig det er løgn!,2002,\N
tt0344722,So Downtown,2002,Comedy
tt0344724,Spil op,1981,Family
tt0344725,Stifinder,2002,Game-Show
tt0344726,Sumná mesta,1995,Documentary
tt0344727,Sykes and A...,1960,"Comedy,Family"
tt0344728,Syng med,1975,"Family,Music"
tt0344729,Så er der koncert,1981,Music
tt0344730,Så er det lørdag,1997,Family
tt0344731,Så gIKK',1983,"Comedy,Family"
tt0344732,Søndagskoncerten,1984,\N
tt0344733,TV-uutiset ja sää,1960,News
tt0344734,TVbørn viser,1982,Family
tt0344735,Tag II,2002,Drama
tt0344736,Teknisk uheld,1997,Family
tt0344737,Those Wonderful TV Times,1976,"Comedy,Game-Show"
tt0344738,Tirai kasih yang terkoyak,1998,Drama
tt0344740,Ugens gæst,1984,Talk-Show
tt0344741,Un amour de quartier,1984,Drama
tt0344742,Une vie,1982,Drama
tt0344743,V.I.P.-Schaukel,1971,Documentary
tt0344744,La Venganza,2002,"Drama,Fantasy"
tt0344745,Vi på lilla torget,1964,Family
tt0344746,Viuluviikarit musiikkimaassa,1979,"Family,Music"
tt0344747,Vive le cinéma,1972,Documentary
tt0344748,Voksdugen,1984,Documentary
tt0344749,We Are Family,1993,"Comedy,Family"
tt0344750,Whose Baby?,1973,Game-Show
tt0344751,Willkommen im Club - Bücher und Menschen 2002,2002,\N
tt0344752,Women of Las Vegas,2001,Documentary
tt0344753,Y'a pas de problème,1975,Drama
tt0344754,ZDF.reportage,1984,Documentary
tt0344755,"Zoran, Space Boy",1966,"Action,Animation,Family"
tt0344756,Åndernes magt,2000,\N
tt0344757,Étoiles et toiles,1982,Documentary
tt0344994,Byzantium: The Lost Empire,1997,Documentary
tt0345667,Mit Herz und Handschellen,2002,"Comedy,Crime"
tt0345713,Noches de cafeteatro,1998,Music
tt0345731,Oh menneske,2001,Documentary
tt0346192,3773-Hitservice,1991,Music
tt0346193,40 ans de 45 tours,1991,\N
tt0346194,45 minutter,1991,Documentary
tt0346196,Aftenmøde,1988,Documentary
tt0346197,AlloCiné talkshow,2001,\N
tt0346198,Almacén de campo,2002,Comedy
tt0346199,The Almost Complete History of the 20th Century,1993,"Comedy,History"
tt0346201,American Health & Fitness,1999,\N
tt0346203,Animal Secrets,1968,Documentary
tt0346204,Ardimat,1992,\N
tt0346205,Arriba! Arriba!,2000,"Comedy,Family"
tt0346208,Autant en emporte le temps,1994,\N
tt0346209,Bains de minuit,1987,\N
tt0346210,Antologija glume - Bardovi teatra,2002,Documentary
tt0346211,Bir Demet Tiyatro,1995,"Comedy,Family"
tt0346212,Bjørns Wrestling,1993,\N
tt0346213,Black and White Overnight,2001,"Family,Game-Show"
tt0346214,Bognyt,1988,Documentary
tt0346215,Brobyggerne,1991,Documentary
tt0346217,"Buenos días, Madrid",1993,"Documentary,News"
tt0346218,"Buenos días, digamé",2001,\N
tt0346220,Burn-Up Excess,1997,"Action,Adventure,Animation"
tt0346221,Bøger,1990,\N
tt0346222,CBS Summer Playhouse,1987,"Action,Adventure,Comedy"
tt0346224,Capital Ride,1999,Comedy
tt0346225,Cero en conducta,1998,"Comedy,Reality-TV"
tt0346226,Getter Robo Armageddon,1998,"Animation,Sci-Fi"
tt0346227,The Chinese Puzzle,1974,"Adventure,Family"
tt0346228,Cinecittà,2003,"Comedy,Drama"
tt0346229,I cinque del quinto piano,1986,Comedy
tt0346230,Cluedo - Das Mörderspiel,1993,Mystery
tt0346231,The Comedy Shop,1978,Comedy
tt0346232,Con t de tarde,1997,\N
tt0346233,Contos de Inverno,2001,"Comedy,Drama"
tt0346234,The Country and Western Show,1963,Music
tt0346235,Código fuego,2003,"Action,Drama"
tt0346236,"Cómo te odio, Pepe",1958,Comedy
tt0346237,DR-Derude,1988,"Biography,Documentary,History"
tt0346238,DV8,2002,Documentary
tt0346239,Deca filma,2002,Documentary
tt0346240,Den er go',1990,Family
tt0346241,Der kan man bare se,1989,"Comedy,Family"
tt0346242,Descente de police,1985,\N
tt0346243,¡Despierta América!,1997,Talk-Show
tt0346244,Det derude,1986,Documentary
tt0346245,Diamond Jubilee,1956,\N
tt0346246,Dilemma,1987,Documentary
tt0346247,DiscoDisplay,2002,\N
tt0346249,Doing It with You... Is Taboo,1993,\N
tt0346250,Double jeu,1991,\N
tt0346251,Drei von der K,1969,Crime
tt0346252,Du store verden,1994,Documentary
tt0346253,Dünya Fraggle,1988,\N
tt0346254,ESPN Speedworld,1979,"Action,Sport"
tt0346255,Eisenbahn-Romantik,1991,Documentary
tt0346256,Eksistens,1988,\N
tt0346257,Ensalada de locos,1971,Comedy
tt0346258,Eyewitness to History,1960,"Documentary,News"
tt0346259,Face à France,1987,\N
tt0346260,Fann Adventure,2002,"Adventure,Documentary,Family"
tt0346262,Farbror Pekkas handelsbod,1965,\N
tt0346263,Farson's Guide to the British,1959,Documentary
tt0346264,Filter,2002,News
tt0346265,Flashback,1995,\N
tt0346269,Frisch gekocht ist halb gewonnen,1999,Documentary
tt0346270,Frodes forunderlige rejse,1993,Documentary
tt0346271,Frou-Frou,1992,Talk-Show
tt0346272,Full Metal Challenge,2002,Game-Show
tt0346276,Galleri 11,1989,Documentary
tt0346278,Get Serious: Seven Deadly Sins,1995,\N
tt0346280,Rai: Galactic Civil War Chronicle,1994,\N
tt0346284,De go'e gamle,1992,Musical
tt0346285,Neighborhood Story,1995,Animation
tt0346286,Gotved og Helger,1993,Talk-Show
tt0346287,The Guy Lombardo Show,1955,Music
tt0346288,Hammerslag,1991,Documentary
tt0346289,Hanski,1966,Comedy
tt0346291,Here Comes the Sun,2003,\N
tt0346292,High School Reunion,2003,"Adventure,Reality-TV"
tt0346294,Hitlisten,1989,Family
tt0346295,Hjerter på spil,1992,Family
tt0346296,Horisont,1994,Documentary
tt0346297,Hund og hund imellem,1988,"Comedy,Family,Game-Show"
tt0346298,Hvælv - videnskabens verdensbilleder,1986,\N
tt0346299,I Love the '80s,2002,"Comedy,Documentary,History"
tt0346300,ITV Morning News,1999,News
tt0346301,"Ikke i aften, skat!",1994,Documentary
tt0346302,"Jedan, pa tri",2002,\N
tt0346303,The Jensen Code,1973,"Adventure,Family"
tt0346304,Jensen Tonajt,1988,"Family,Music"
tt0346305,The Jesse Jackson Show,1990,Talk-Show
tt0346306,Judge Hatchett,2000,Reality-TV
tt0346307,Judge Mathis,1998,Reality-TV
tt0346308,Julbåten Juliana,1961,\N
tt0346309,Kabare 011,1997,\N
tt0346311,Kamen Rider Agito,2001,"Action,Drama,Fantasy"
tt0346312,Klar - parat - svar,1988,\N
tt0346313,Klipp,1987,Family
tt0346314,Ghost in the Shell: Stand Alone Complex,2002,"Action,Animation,Crime"
tt0346315,Kom i form,1994,Documentary
tt0346316,Kom indenfor,1994,Family
tt0346317,Korkeajännitystä - eli sähköä kotiinkuljetettuna,2001,Comedy
tt0346318,La' os nu se,1992,Family
tt0346319,Labyrint,1989,"Family,Game-Show"
tt0346321,Late Show,1999,Comedy
tt0346323,Lill-Stina på reportage i Storskogen,1964,\N
tt0346324,Det lille hus på motorvejen,1991,Documentary
tt0346325,Lisice,2002,"Comedy,Drama,Romance"
tt0346326,Little People: Big Discoveries,1999,"Adventure,Animation,Family"
tt0346327,Long courrier,1994,\N
tt0346328,Lucky Luke,1992,"Comedy,Western"
tt0346329,Lunettes noires pour nuits blanches,1988,\N
tt0346330,Magandang tanghali bayan MTB,1998,"Comedy,Game-Show,Music"
tt0346331,Makedonski narodni prikazni 2,1993,\N
tt0346332,Marta Susana,1999,\N
tt0346333,Marta Susana,2001,\N
tt0346334,Max e Tux,\N,Comedy
tt0346335,Meet Me at the Zoo,1953,\N
tt0346337,Meyers køkken,1991,\N
tt0346338,Mi pequeña mamá,2002,"Adventure,Comedy,Fantasy"
tt0346339,Midt i musikken,1990,\N
tt0346341,Mit Danmark,1990,Documentary
tt0346342,Monokrom,1993,Documentary
tt0346343,Monster Garage,2002,"Reality-TV,Sport"
tt0346345,La montagne du Hollandais,1992,\N
tt0346346,El mundo del espectáculo,1987,Documentary
tt0346348,NBC Television Opera Theatre,1949,"Family,Music"
tt0346349,En naturlig forklaring,1989,"Documentary,Family"
tt0346350,Nelly Nut Show,1999,"Animation,Comedy,Family"
tt0346351,Neun Live: Reiseclub,2002,"Family,Game-Show"
tt0346352,The New Gong Show,2001,\N
tt0346353,Newsmagazine,1952,Documentary
tt0346354,1999,1985,\N
tt0346355,La noche más larga,2000,"Documentary,Musical"
tt0346356,Nokkengang,1985,Family
tt0346357,Noticias de novela,2002,Family
tt0346358,Nu' det jul,2002,Music
tt0346359,Néstor Villegas vigila,1951,Mystery
tt0346360,O.J. - Alt for Norge,2002,Comedy
tt0346361,Den offentlige mening,1990,Documentary
tt0346363,On the Carousel,1954,\N
tt0346364,Opstanok,1990,"Drama,Family"
tt0346365,P.I.S. - Politiets indsatsstyrke,2000,"Action,Comedy,Crime"
tt0346366,Paris dernière,1999,Documentary
tt0346367,Parløb,1990,"Drama,Family"
tt0346368,Pengo! Steinzeit!,2002,\N
tt0346369,Penn & Teller: Bullshit!,2003,"Comedy,Documentary"
tt0346370,Polykrom,1993,Documentary
tt0346371,Povuci rucnu,2002,"Comedy,Musical"
tt0346372,El precio del poder,1992,"Drama,Mystery,Thriller"
tt0346373,Profilen,1994,Talk-Show
tt0346374,Profiles of Excellence,1989,\N
tt0346375,Pulsaciones,2002,Family
tt0346376,Puro loco,1995,Comedy
tt0346377,Puttin' on the Hits,1984,"Game-Show,Music"
tt0346378,The Ralf Little Show,2002,"Comedy,Talk-Show"
tt0346379,Rayon X,1995,\N
tt0346380,The Real Story,2002,\N
tt0346382,Recuerdo de Amor,2001,\N
tt0346383,Forever Julia,2003,"Crime,Drama,Mystery"
tt0346384,The Riddlers,1986,"Family,Fantasy"
tt0346385,Rikospoliisi Maria Kallio,2003,"Crime,Drama,Thriller"
tt0346386,Rive droite - rive gauche,2000,Talk-Show
tt0346387,The Rock 'n' Roll Evening News,1986,News
tt0346388,Rock 'n' Roll Summer Action,1985,Music
tt0346389,El ruedo,1989,Documentary
tt0346390,Rumores,2001,Comedy
tt0346391,Ryg og rejs,1986,Documentary
tt0346392,Sam and the River,1975,Family
tt0346393,Scoop à la Une,1985,\N
tt0346394,Ser man det,1986,Family
tt0346396,DR-Derude: Grønland - Den sidste slæderejse,1993,Documentary
tt0346397,En småstad vid seklets början,1966,Family
tt0346398,SoapTalk,2002,Talk-Show
tt0346399,Sport on Friday,1993,\N
tt0346400,"Stand Up, America",2003,Documentary
tt0346401,Stars à la barre,1988,\N
tt0346402,Stifinder,2000,"Family,Game-Show"
tt0346403,El super blablazo,1999,\N
tt0346404,Super-Chancen,1988,Game-Show
tt0346406,Sérieux s'abstenir,1969,Comedy
tt0346407,TV 10,1994,Family
tt0346408,TV Tales,2002,\N
tt0346409,TV-Åben,1994,\N
tt0346410,Talk TV,2001,Talk-Show
tt0346411,Talkshowet,1991,Talk-Show
tt0346412,Taxi,1994,Documentary
tt0346413,Teleteatro de suspenso,1951,Mystery
tt0346414,Tenshi na konamaiki,2002,"Animation,Comedy,Drama"
tt0346415,The Tex Avery Show,1997,Animation
tt0346416,That's My Baby,2001,Documentary
tt0346417,The Order,2002,\N
tt0346418,Tightrope,1972,"Adventure,Family"
tt0346419,Tips og idéer,1985,Family
tt0346420,Tocando las estrellas,2003,\N
tt0346421,Tomtefamiljen i Storskogen,1962,\N
tt0346422,Toonheads,1992,"Animation,Documentary,Family"
tt0346423,Treasure Hunt,2002,Game-Show
tt0346424,Tricet návratu,2000,\N
tt0346425,Turen går til...,1991,Documentary
tt0346427,Den tänkande brevbäraren,1963,\N
tt0346428,Télé-Zèbre,1990,\N
tt0346429,Uden filter,1992,\N
tt0346430,Uncommon Valor,1955,"Action,Documentary,War"
tt0346431,Vagn i København,1994,Documentary
tt0346432,Vece sa glumcem,1974,"Comedy,Documentary"
tt0346433,Vece sa zvezdama,1991,Documentary
tt0346434,Ver para creer,2001,Documentary
tt0346435,Via de estrellas,1999,Documentary
tt0346436,Videosynet,1987,\N
tt0346437,Viften,1994,\N
tt0346438,Viihdeohjelma Tukholma,1993,Comedy
tt0346439,Det vildeste pis - med Jill,2001,\N
tt0346440,WFA 2,2003,\N
tt0346441,WXO,2000,"Action,Comedy,Family"
tt0346442,Walk with Me,2000,Documentary
tt0346443,Wall $treet Week with Fortune,2002,\N
tt0346444,We Are Seven,1989,Drama
tt0346445,WinTuition,2002,"Family,Game-Show"
tt0346446,World Fighting Alliance,2003,Action
tt0346447,The World of Sports Illustrated,1971,Sport
tt0346448,Zig-Zag,1987,Family
tt0346450,"À la folie, pas du tout",1986,Documentary
tt0346451,Ærlige Otto,1989,"Comedy,Family,Music"
tt0346452,Ça s'en va et ça revient,2000,\N
tt0346453,Ça va se savoir,2002,\N
tt0346607,Bienvenidos,1982,Comedy
tt0346956,Eyeless in Gaza,1971,\N
tt0347047,Las gatitas y ratones de Porcel,1987,Comedy
tt0347050,Geminus,1969,Mystery
tt0347854,Samurai Girl: Real Bout High School,2001,\N
tt0347867,Narradores,1991,Comedy
tt0348013,Shrinks,1991,Drama
tt0348238,Trapos íntimos,2002,"Drama,Family"
tt0348316,La vie du bon côté,1973,Documentary
tt0348506,The Adventures of the AfterMath Crew,2003,"Comedy,Family"
tt0348507,Animal Precinct,2001,"Crime,Documentary,Drama"
tt0348510,The It Factor: Los Angeles,2003,Reality-TV
tt0348511,Lucille's Car Care Clinic,1996,\N
tt0348512,Mega Babies,1999,"Animation,Comedy,Fantasy"
tt0348513,S pagonite na dyavola,1967,Adventure
tt0348515,Spiel mit mir,1975,"Family,Game-Show"
tt0348516,Värsta språket,2001,Documentary
tt0348810,Canada à la carte,2002,Documentary
tt0348811,Life and Times,1996,"Biography,Documentary"
tt0348812,Pongwiffy,2002,"Animation,Comedy,Family"
tt0348813,Sinyata lampa,1974,"Crime,Drama"
tt0348888,Setze dobles,2002,"Comedy,Drama"
tt0348889,19direkte,1999,\N
tt0348891,2860 Søborg,1998,Documentary
tt0348892,The ABC Saturday Superstar Movie,1972,"Adventure,Animation,Comedy"
tt0348893,Ah kai na 'xeres,2002,"Comedy,Crime,Romance"
tt0348894,The Bachelorette,2003,"Drama,Game-Show,Reality-TV"
tt0348897,Bestseller,1999,\N
tt0348898,Blyppernes første år,1999,Family
tt0348899,Chico the Rainmaker,1974,"Comedy,Family"
tt0348900,Brunst,1998,\N
tt0348901,Camel Comedy Caravan,1950,"Comedy,Music"
tt0348902,Camilla & Co.,1998,Talk-Show
tt0348905,Celebrity Fit Club,2002,Reality-TV
tt0348907,Cram,2003,"Family,Game-Show"
tt0348908,DDR 2,1997,Talk-Show
tt0348909,DR2-nyt,1996,"Documentary,News"
tt0348910,DameXpressen,1996,Documentary
tt0348911,Dansk poplic service,1997,"Family,Music"
tt0348912,Danske drømme - en TV-historie om det moderne Danmark fortalt af Leif Davidsen,1998,"Documentary,History"
tt0348913,Dead Like Me,2003,"Comedy,Drama,Fantasy"
tt0348914,Deadwood,2004,"Crime,Drama,History"
tt0348915,Debatten,1999,Talk-Show
tt0348916,Det der med Højlund,1996,Documentary
tt0348917,Det mangler bare,1999,Documentary
tt0348918,Det' Leth,1998,Family
tt0348920,Dusino,1997,"Family,Game-Show"
tt0348921,Eksistens,1998,Documentary
tt0348922,Entertainment USA,1985,"Documentary,Music"
tt0348923,Erhvervsmagasinet,1998,Documentary
tt0348924,Exit,1995,Documentary
tt0348925,"Far, mor og Blyp",1996,Family
tt0348926,Festival,1960,Drama
tt0348927,Fili Zois,2002,Drama
tt0348928,Filodoxies,2002,Drama
tt0348930,Flyttekassen,1997,Documentary
tt0348931,Fra Vesterbro til verdens ende,1998,Documentary
tt0348932,La France d'en face,2002,\N
tt0348933,Frank of Denmark,1995,"Family,Music"
tt0348934,Freetime,1980,\N
tt0348935,The Hairman,2002,Reality-TV
tt0348936,Held og Lotto,1989,\N
tt0348937,Helt sort,1997,"Comedy,Game-Show"
tt0348938,"Helt ærligt, mand...",1998,Documentary
tt0348939,HjerneMadsen,1998,Talk-Show
tt0348940,Homo sapiens,1997,Documentary
tt0348941,Hul igennem,1998,\N
tt0348942,Hænderne op,1995,\N
tt0348943,I Am Not an Animal,2004,"Animation,Comedy,Sci-Fi"
tt0348944,I Can't Believe You Said That,1998,\N
tt0348945,Indefra,1998,Documentary
tt0348946,"Izgori, za da svetish",1976,Adventure
tt0348947,Jo Guest Capitol Exposed,2002,Documentary
tt0348948,Jo Guest UK Exposed,2002,Documentary
tt0348949,Joe Millionaire,2003,"Game-Show,Reality-TV,Romance"
tt0348950,Kaj og Andrea,1999,Family
tt0348951,Kender du typen?,1998,Documentary
tt0348952,The File of Young Kindaichi,1997,"Action,Animation,Drama"
tt0348953,"Kom ind, Nordsøen",1998,Documentary
tt0348954,Kontant,2003,\N
tt0348955,Kosmos,1998,Documentary
tt0348956,Kriminalmagasinet,1999,Crime
tt0348957,Kultur-Journalen,1998,\N
tt0348958,London Street,2003,Comedy
tt0348959,Lul-Lul - Rocken går,1989,Documentary
tt0348960,Lystløgnerne,1998,"Comedy,Family"
tt0348961,Lægens bord,1997,\N
tt0348962,Magasinet om kulturen,1996,\N
tt0348963,Making the Band 2,2002,"Music,Reality-TV"
tt0348964,Malone,2002,Crime
tt0348965,Med andre øjne,1999,\N
tt0348966,Mister Sterling,2003,"Drama,Romance"
tt0348967,Moiraio pathos,1995,Drama
tt0348968,Morning Girls,2002,Talk-Show
tt0348969,My First Sony,2002,Drama
tt0348970,Natteravnen,1997,\N
tt0348972,Niilin lähteet,1984,Comedy
tt0348973,Nodeknækkerne,1998,"Family,Music"
tt0348974,Normannerne,1999,Documentary
tt0348975,OBLS,2003,Documentary
tt0348976,Okay tone,1997,"Comedy,Music"
tt0348977,Pandoras æske,1995,Documentary
tt0348978,Patra-Venetia,2002,"Comedy,Romance"
tt0348979,Zixx Level One,2004,"Animation,Family,Sci-Fi"
tt0348981,Podijum,2002,"Comedy,Musical"
tt0348982,Polterabend,1997,Family
tt0348983,Popetown,2005,"Animation,Comedy"
tt0348984,Private Parts,1998,Documentary
tt0348985,Profit,1997,\N
tt0348986,Pulttibois,1989,Comedy
tt0348988,Range Ryder and the Calgary Kid,1977,"Adventure,Family"
tt0348989,Ranger Denmark,2000,Documentary
tt0348990,Rapporten,1996,"Documentary,News"
tt0348991,The Rat Pack,1999,"Documentary,Music"
tt0348992,Reimer Bo,1998,\N
tt0348993,Remontti,2003,"Comedy,Drama"
tt0348994,Rutebilen,1998,Documentary
tt0348995,Rygaards garage,1998,Documentary
tt0348996,Røg i køkkenet,1999,\N
tt0348998,Scratch & Burn,2002,"Comedy,Music"
tt0348999,The Seán Cullen Show,2003,"Comedy,Music"
tt0349000,Sigurds bjørnetime,1998,Family
tt0349002,Slå en streg,1996,"Family,Game-Show"
tt0349003,SofaEkspressen,1996,Talk-Show
tt0349004,Sofarækken,1999,\N
tt0349005,Gipsy Love,2003,"Drama,Mystery,Romance"
tt0349006,Spor 2,1996,Documentary
tt0349007,Spørg Lilli og Kirsten,1997,Documentary
tt0349008,Stjernetegn,1996,"Family,Game-Show"
tt0349009,Street Racer,2003,\N
tt0349010,Strømer på Stenbroen,1998,Documentary
tt0349011,Sundance Film Festival Dailies,2003,Documentary
tt0349013,Sunnuntaikomitea,2003,Talk-Show
tt0349014,Surfing Suzy,1998,Talk-Show
tt0349015,Søskende,2003,Documentary
tt0349016,TV-Ansjosen,1995,"Comedy,Family"
tt0349017,TV-Sluk,1997,"Comedy,Family"
tt0349018,Ta' og læs,1994,Documentary
tt0349019,Tabu,1986,Comedy
tt0349020,Taildaters,2002,"Comedy,Reality-TV,Romance"
tt0349021,Talking Dirty,2002,Documentary
tt0349023,Til sagen,1996,\N
tt0349024,Tilt,1997,Music
tt0349026,Tjek på tilværelsen,1998,"Comedy,Family"
tt0349027,To heart: koishite shinitai,1999,\N
tt0349029,Tribus,2003,Documentary
tt0349030,Tuntematon kaupunki,2000,"Comedy,Drama"
tt0349031,Two for Tonight,2001,\N
tt0349032,UFO,1999,\N
tt0349033,Udefra,1996,Documentary
tt0349034,Ugekommentaren,1997,\N
tt0349035,Utroskab,2003,Documentary
tt0349036,Vagn hos Kiwierne,2001,Documentary
tt0349037,Vagn på floden,1997,Documentary
tt0349040,Verdens navle,1998,Documentary
tt0349041,La vida de Rita,2003,"Comedy,Drama,Family"
tt0349043,Viva S Club,2002,"Family,Music"
tt0349044,Waffle,1998,Game-Show
tt0349045,Årgang 1900,1999,Documentary
tt0349046,Århundredets vidner,1998,"Documentary,History"
tt0349935,Paparoff,1988,\N
tt0350383,10 me 2,2002,Talk-Show
tt0350384,106 & Park Top 10 Live,2000,Music
tt0350385,ABS-CBN Headlines,2001,\N
tt0350386,The Afternoon Play,2003,"Comedy,Drama,Mystery"
tt0350387,Antilogos,2002,Talk-Show
tt0350388,Anthropoi,1999,Documentary
tt0350389,Astynomikes istories,1973,Crime
tt0350390,Bambaloo,2003,"Animation,Family"
tt0350391,Barley Charlie,1964,Comedy
tt0350392,Big Brother VIP,2003,Reality-TV
tt0350393,C'est au programme,1999,"Comedy,Documentary,Family"
tt0350394,C'est pas banal,2002,Comedy
tt0350395,C'est pas sorcier,1993,"Documentary,Family"
tt0350396,CNNNN: Chaser Non-Stop News Network,2002,"Comedy,News"
tt0350397,Caminhos Sem Fim,1955,Drama
tt0350398,Cheerleader Stories,2001,"Comedy,Documentary,Family"
tt0350399,The Correspondents,2000,Documentary
tt0350401,Denninger - Der Mallorcakrimi,2002,Crime
tt0350402,ETC,2002,Documentary
tt0350403,Ekpaidevontas ton Babi,2002,"Comedy,Romance"
tt0350404,Ektos grammis,2002,Documentary
tt0350405,En aparté,2001,Documentary
tt0350406,Engenho das Almas,1955,Drama
tt0350407,Englisch für Anfänger,1982,\N
tt0350408,Epikindines sheseis,1992,"Action,Crime,Drama"
tt0350409,Fame Academy,2002,"Family,Game-Show,Music"
tt0350410,La famille Guérin,2002,\N
tt0350411,Fat Cow Motel,2003,"Comedy,Drama,Mystery"
tt0350412,O fovos,1991,"Action,Drama"
tt0350413,Der ganz normale Wahnsinn,1979,Comedy
tt0350414,Gift til gods og guld,2001,Documentary
tt0350415,Girls Behaving Badly,2002,"Comedy,Reality-TV"
tt0350416,Good News,2002,\N
tt0350417,Gus Abelgas nag-uulat,2002,"Crime,Documentary"
tt0350418,Horevontas sti siopi,2002,"Drama,Romance"
tt0350419,Le journal des bonnes nouvelles,2002,"Comedy,Documentary"
tt0350420,Kalimera Ellada,1990,"News,Talk-Show"
tt0350421,Koita ti ekanes,2002,"Music,Talk-Show"
tt0350422,Line of Defense,2002,"Crime,Drama"
tt0350423,A Little Hockey,1988,\N
tt0350424,"Magandang gabi, bayan",1988,\N
tt0350425,"Magandang umaga, bayan",2002,\N
tt0350426,Martin Late @ Nite,2002,Talk-Show
tt0350427,Math tinik,2002,\N
tt0350428,Me tin Katerina,1999,Family
tt0350429,Midday,1985,Documentary
tt0350430,Miss Daizy,2002,Comedy
tt0350431,Mission X,2002,Documentary
tt0350432,O monomahos,2002,Game-Show
tt0350433,Motel,1968,Drama
tt0350434,Mrs Finnegan,1970,Comedy
tt0350436,Music Jamboree,2002,"Comedy,Documentary,Music"
tt0350437,On ne peut pas plaire à tout le monde,2000,Talk-Show
tt0350438,On vous dit pourquoi,2002,Documentary
tt0350439,Out There,2003,"Comedy,Drama"
tt0350440,Outtake TV,2002,Comedy
tt0350441,The Parliament,2003,"Comedy,Family,Game-Show"
tt0350442,Pathos,1993,"Drama,Romance"
tt0350443,Peberkværnen,1968,Comedy
tt0350444,Plastic Fantastic,2003,Documentary
tt0350446,Les Raisins verts,1963,\N
tt0350447,Real Stories,2003,Documentary
tt0350448,Real Time with Bill Maher,2003,"Comedy,News,Talk-Show"
tt0350449,Rita & Friends,1995,Music
tt0350450,S novym schastem! - 2,2000,\N
tt0350451,S novym schastem!,1999,\N
tt0350452,"Sa puso ko, iingatan ka",2001,Drama
tt0350453,Samozvantsy,1998,\N
tt0350454,Semesterferien,1972,Adventure
tt0350457,Skithouse,2003,Comedy
tt0350458,Sta oria,2002,Family
tt0350459,Stjerne for en aften,2001,"Family,Music"
tt0350460,Søndagsmagasinet,1980,News
tt0350461,TV de Vanguarda,1952,\N
tt0350462,Teleshop,1991,\N
tt0350463,Television's Greatest Commercials,1982,\N
tt0350464,Tris ston aera,1988,Documentary
tt0350465,Va savoir,1994,"Comedy,Documentary,Family"
tt0350466,Viza za buducnost,2002,"Comedy,Drama,Family"
